username,published_at,comment
@emilaksitarini,2025-03-12T22:08:00Z,"Jujur aku dr awal drakor queen of tears gak pernah tertarik nonton, bahkan sampai detik ini juga belum nonton, karena memang bukan fans KSH, walaupun suka sama Jiwon, tp baru kemarin ngikutin acr nya GD Good Day, dan liat KSH di sana, sebenernya lumayan shock liat kepribadian dy yg lumayan outgoing secara jarang bgt liat dy di varshow, semoga sih GD gak kena imbas berita ini, karena dy baru aja comeback 😢"
@anjrianiaulia8629,2025-03-12T22:06:15Z,"Bau2 acara good day gd, ksh di cut 😅"
@heyjo2691,2025-03-12T22:05:59Z,Gimana seandainya ada drama yang batal rilis gara2 kim sae ron kena kasus DUI dan di cancel dimana2. Akhirnya agency kena denda dan sebagiannya dimintakan ke Kim Sae ron?
@naviseu,2025-03-12T21:58:31Z,"Si Soo Hyun parah, bukan hanya mengeksploitasi anak-anak selama 6 tahun, juga red flag parah. Beneran bisa bikin image baik dan polos di depan camera ewh.."
@sekarariani6608,2025-03-12T21:57:00Z,red flag
@DeviAfriani-m2n,2025-03-12T21:56:14Z,"Parah ni KSH tampang doang kalem kelakuan b3j4t bner
Awas lu kalau K net msh belain lu
Tp tdk pd warga konoha naudzubillah 
Stop idolain manusia b3j4t macam kau ini"
@dewiisugiarti,2025-03-12T21:52:02Z,jahat banget sih orang orang itu😢 Kim Sa Ron cuma lagi berusaha bertahan hidup bahkan bekerja part time. Pasti berat banget jadi Sae Ron waktu ituu🥺
@endangmilyati9498,2025-03-12T21:50:12Z,cinta ini membunuhku.....
@ilyasaAdiatma,2025-03-12T21:49:37Z,Padahal penggemar berat ksh dri my love from the star
@greengrassssquad9436,2025-03-12T21:49:16Z,Makin beredar masa lalu KSH yg berinteraksi dg beberapa aktris cilik sprt saeron dan terlihat agak aneh kalau dilihat sekarang
@flowercity6416,2025-03-12T21:48:15Z,Ternyata kim sohyun seBAJINGAN itu mentang2 udah putus trus karena kasus nambrak sambil mabuk jd menuntut ganti rugi sambil menghancurkan hidup sang mantan dgn cara apapun di ekspos brarti kin sohyun PEMBUNUH
@user-bl2yz9up1j,2025-03-12T21:44:23Z,soo hyun pedo
@irmayb,2025-03-12T21:39:26Z,"Aku gk tau kim kim ini, tp kepo, ada apakah gerangan?"
@restyblue5157,2025-03-12T21:31:05Z,Ya Allah...jahat bgt ga dibayar. Dncjk
@ellachan6688,2025-03-12T21:28:12Z,"energi org jahat emang gak bisa boong ya,  gue mengakui film2 yg dibintangi si KSH ini rata2 bagus tapi gatau kenapa gue kek gak dikasih perasaan seneng gitu sama si KSH ini kek ah yaudah pdhl body oke, muka ganteng tapi gak bikin gue ngefans gitu lho. gue biasanya kalo suka sama drakor tuh udahannya suka kepo dan jadi ngefans gitu sama si pemeran utama cewek dan cowonya, sama si KSH mah kaga"
@nightkidz1579,2025-03-12T21:21:10Z,Loh loh ga bahaya tahh??
@RumahHandoko2,2025-03-12T21:19:25Z,banyak yg janggal dari kasus ini..
@indahdamayanti3154,2025-03-12T21:14:03Z,"Gak terlalu ngefans sama kim soo hyun pun masih syok liat berita ini. Ini kaitannya dengan nyawa manusia. RIP kim sae ron, RIP sulli"
@amirulmumin3455,2025-03-12T21:12:12Z,Segitu besar namanya pd byk yg serius menanggapi. Padahal cukup tau sudah lebih dari cukup. Ngapa pula org org itu pd lempar kt kt toxic. Rangkul lah orang orang korea yang dikit dikit bundir. Tebar budaya keramah tamahan indonesia. Ubah pola kekejaman mental yg terjadi disana. Be wise bro sist
@Nurul-lb5ml,2025-03-12T21:11:23Z,"Pada dasarnya yang salah agensinya... Kalau, kalian mulai menyalahkan Kim Soohyun jelas gak bisa... Dia juga gak bisa berbuat apa-apa karena terikat kontrak dengan agensinya yang pasti salah adalah media dan agensinya."
@triaprilyani1925,2025-03-12T21:04:11Z,"makasi ya mas hansol buat aku yang cuma tau dan males baca full,
jujur aku typical lebih enak denger diceritain daripada baca sendiri dan cari tau sendiri haha makasi banyak"
@just_tellyourtale,2025-03-12T21:02:23Z,"KSH di drama selalu jd soft boy protagonis, nyatanya dia peran antagonisnya 💔"
@fannycantik9380,2025-03-12T21:01:50Z,Padahal dia aktor favorit aku😭😭😭😭😭😭😭😭
@ArioVanish,2025-03-12T20:59:21Z,Industri hiburan dimana saja gk ada yg beres. Terlalu banyak godaan di industri ini yang bisa bikin hati manusia berubah.
@monieminie6815,2025-03-12T20:57:36Z,Pas sahur nonton ini 🤟🤟🤟
@paopao3135,2025-03-12T20:54:43Z,"Bner"" kayak drama korea alurnya"
@orenjust4069,2025-03-12T20:53:13Z,Lee min hooo paling thabesss🎉
@partiniputri2090,2025-03-12T20:50:08Z,"seumuran anakku yang bontot sangat tragis menderita diusia yang masih muda,nitizen kalau komen kadang keterlaluan ndak mikir akibat komen kalian dia  sangat tertekan dan menderita,karena  dulu 2 anakku perempuan pernah ngalamin fase ini,cukup menguras emosi dan perasaan karena aq harus menjaga omongan biar dia ndak down tambah parah,harusnya beri dukungan kalau ndak suka mendingan ndak usah komen cukup jadi penonton,nitizen  sok paling benar kalau komen jahat secara tidak langsung kalian telah membunuh tanpa menyentuh, sudah banyak kasus sulli dan lainya, jangan sok merasa paling tahu hidup orang lain"
@Bsk-Odysey,2025-03-12T20:40:53Z,Ni pasti di korea sana si KSH n agensi or managementnya lagi ngarang kalimat wkwkwkwk
@Bsk-Odysey,2025-03-12T20:35:03Z,Dasar KSH Lu adalah salah satu Cowok PECUNDANG di dunia 😊
@Riyanti_cahyo83,2025-03-12T20:33:54Z,Ksh redflag wajah polos atinya busuk
@Bsk-Odysey,2025-03-12T20:33:36Z,"Kalau semua yg diucapkan tante KSR adalah benar atau FAKTA,itu artinya pas KSR unggah story pipiny deketan sama KSH sebelum dia meninggal dunia adalah tanda atau dia ingin semua orang tau kalau mereka berdua punya hubungan romantis.....
1 kunci rahasia yg dibuka KSR sebelum dia menghembuskan nafas terakhir..."
@Bsk-Odysey,2025-03-12T20:29:50Z,KSH diem aja
@blushingbunnyyyyy,2025-03-12T20:23:14Z,"Gak mau menghakimi siapapun dulu sebelum ada putusan hukum yang sah. Krn aku mau bela KSR orangnya sdh meninggal sehingga yang disampaikan orang2 bisa aja karangan bukan fakta. Soal foto, chat dan surat , apa sih jaman sekarang yang gak bisa dibikin dengan tekhnologi. Di tambah KSR jejak hidupnya sungguh problematik. Mau bela KSH kondisinya dia benar2 dihakimi sedunia sebagai orang salah. Jadi sebagai manusia yang sering banget nemu manusia manusia fomo kalau ada kasus begini aku lbh milih nunggu fakta dari hukum yang memang benar2 fakta. Bukan katanya si A B C dan D"
@milanur9227,2025-03-12T20:23:08Z,"Gong banget sih klo semua berita benar 
      Taiwan hadir"
@utiii3852,2025-03-12T20:13:40Z,"ternyata apa yang ada di drama"" korea mulai dari reporter yang ikut menjelekkan, selebriti kena kasus, meninggal bunuh diri, dll ternyata nyata bgtt"
@ChachaCollection90,2025-03-12T20:05:25Z,Cakep² ihhh hatinya jahat ku tidak suka lagi 😮
@nainaseven4225,2025-03-12T20:03:16Z,"Pasti ada gesrek kalo udah mati aja dia gak mau dtg! Belajar dari kematian bapaku aja ya, yg gak dateng  justru kerabat deket sendiri dan ya itu memang ada gesrek! Ya brarti ada sesuatu gak bisa dibilang gak ada apa apa.. 😂😂 soalnya kalo mayit itu jatohnya udah selesai, kalah, kalo kita yg gak mau ngalah brarti ada yg belum selsei, apalagi pernah pacaran 6 tahun.. busett.."
@funfact1789,2025-03-12T19:59:08Z,"Tamat riwayat KSH, foto2 itu sudah membuktikan klo dia bnr2 macarin anak underage, akhirnya berakhir bundir di hr ultahnya KSH. Untungnya saya baru ngefans KSH dr drama QOT, sblmnya gak pernah fans sm doi, gak tau dr awal liat mukanya gak pernah tertarik aja sih.. jadi gak sakit2 amat lah yaa hati ini krn keciwa..😂😂"
@dapurmamasky,2025-03-12T19:39:11Z,Pokoknya kalau ada berita2 gitu aku langsung kesini ajah.. karena lebih lengkap dan paham akunya hahah
@niceguy4779,2025-03-12T19:37:59Z,tp jujur hutang tuh ttp hutang kan?
@afrizalsetiawan7129,2025-03-12T19:18:48Z,RIP akan nambah lagi. Akan ksh menyusul
@violaistrifencnd9388,2025-03-12T19:18:28Z,#Jangan_judol_gezzttt
@yogisugama4138,2025-03-12T19:09:00Z,27 Ama 15 itu Uda termasuk pedot
@El2317sa,2025-03-12T19:05:53Z,Itulah kenapa insting ku selalu gak bagus sama KSH ini dari dulu.
@KarlinaNovitasari-z6c,2025-03-12T19:02:05Z,"Kalo di simpulin dari semua runtutan. Kayanya mereka pacaran selama 6 tahun. Dan putus di 2021. Sepertinya yg ingin putusnya kim saeron. Karna kalo dilihat ksh sangat menyukai kim saeron. Sedangkan biasanya perempuan seiring dewasa pemikirannya mulai terbuka laki laki toxsic atau tidak nya. Setelah itu di 2022 banyak kasus bruntun. Karna kalo cuma kasus dui normal, gak bakal segitunya ngancurin karir orang. Ini lebih kek teror segala sisi. Apakah kecelakaan itu juga adahal rekayasanya? Mari kita lihat"
@degandsgaming224,2025-03-12T19:00:24Z,Hayo ngaku siapa yg hujat ksn dulu
@soya8821,2025-03-12T18:57:49Z,"Udh byk drama KSR yg kutonton tp dramanya KSH gk ada,palingan cuma yg di drama dia nyamar jadi ABK sama drama QOT,itupun cuman sepotong2 doang karna gk sengaja nemu aja dan gk ada niat buat cari2 lagi yg lainnya"
@soya8821,2025-03-12T18:35:39Z,"Byk yg blg muka kim soo hyun polos,innocent,dll tapi menurutku gk.Bukan sok tau tp mungkin karna lebih peka ajaAda bbrp org yg lebih peka thd karakter ataupun ekspresi seseorang,bukan karna mistis loh. Entahlah karakter aslinya atau hanya image yg dibuat tp menurutku ksh keliatan org yg rada dingin dan perfeksionis,sama sekali gk ada wajah polos atau innocentnya.11 12 sama song joong ki.Maka dari itu meski mereka ber2 ganteng tp gatau knp aku gk ada rasa tertarik.Ini hanya menurutku ya,aslinya kan hanya dia dan Tuhan yg tau."
@bambookkun,2025-03-12T18:34:25Z,Gold medalist problematic yaa talent2 nya
@projectbykasa,2025-03-12T18:32:49Z,"Emang da paling bener nunggu rangkuman mu mas hansol, jujur aku da bingung banget pen nangis 😢"
@ThiUi1004,2025-03-12T18:31:31Z,"Bang, serius nanya. Di korea berita ini rame nggak? Kok katanya di korea seolah berita ini di hapus dan di tutup tutupi? Kayak semua search nya itu cuma pernyataan resmi dari agency aja. Se kuat itukah power kim soo hyun?"
@eviriyaningsih5086,2025-03-12T18:28:21Z,Ada yang tau link YouTube nya mastwr behind gak kok ga nemu ya
@anakrantau0008,2025-03-12T18:22:39Z,"Lucu banget .. kesalahan satu kali ya .. tapi di hantui sampe orang nya meninggal .. lah kalo kasus seungri macam gitu 
Ngk sekejam gini mereka sama dia"
@axelinedamian4981,2025-03-12T18:20:53Z,ksh the real penjahat sih
@skyjeanne7232,2025-03-12T18:19:08Z,"Dari awal kena DUI gua udh kasian, ga membenarkan tapi kasian dia masih muda, kaya g dikasih kesempatan buat memperbaiki. Belajar dari wakti kasus sulli harusnya, tapi ditambah fakta2 ini wadaww terkaget kaget, tambah kasian lagi yaampun 😢😢😢 namanya bener2 clear skrng orang udh mulai tahu kebenaran. Sejahat itu KSH ckckckck"
@secretnyasoodam9903,2025-03-12T18:16:36Z,"Walaupun dia artis bayaran termahal saat ini dan drama2 seliweran Bagus dan Top K-drama.
Gue nggak pernah nnton Dramanya. Karena dari awal saya lihat KSH agak lain orangnya."
@miyaara4428,2025-03-12T18:14:30Z,"gabisa bayangin, seumuran saeron yg umurnya sepantaran gua, pacaran sama soohyun yang seumuran kaka pertama gua. kek bejiirr pedoo"
@62Storykuu,2025-03-12T18:10:42Z,Youtube lee jinho dh d serbu netizen korsel
@AswadunFamily,2025-03-12T18:04:35Z,"16:18 nnaahh.. bener, itu saeron udah berjasa banget di agensinya.. bantu banget, masa ga hadir"
@Adagih,2025-03-12T18:02:33Z,Skip drama Korea 😂
@AswadunFamily,2025-03-12T18:01:52Z,Oalah jinho geblek
@ClaraSilva-w2c,2025-03-12T18:00:19Z,Akhir nya wkwk
@pistachio_c,2025-03-12T17:58:50Z,"Ga nyangka ternyata aku nonton jam 00:58, tb2 denger kelilingan bangunin sahur"
@Acis-q7c,2025-03-12T17:56:39Z,Terimakasih  tentang info penjelasannya🙏🙏. Turut sedih RIP   Actress Kim Sae Ron yang sangat berbakat aktingnya🙏🙏
@Red.170,2025-03-12T17:56:24Z,"Mungkin gak tu saeron pas kasus DUI,mabuknya krn hbis cekcok dg ksh??🤔"
@AswadunFamily,2025-03-12T17:50:56Z,Ohh.. cara Moco e suhyon yo mas?
@devimutiaakhirinihr1264,2025-03-12T17:42:01Z,"KSH muka nya kek anak baekbaek anjiiiiiir, tapi ternyata kek iblis kelakuan nya.. nyesel banget pernah kagum sama dia yg punya label aktor paling mahal.."
@silliem30,2025-03-12T17:36:08Z,"Ternyata Oppa Alien gak se gentleman dan se tulus di drama yah😂 kalo di drama rela mati demi ceweknya, apapun di kasih buat ceweknya,di dunia nyata cuma pengecut yg mau enaknya aja, giliran ceweknya jatuh eh pura pura gak kenal😂pdhl jgn kan pernah pacaran kalo pun cuma teman...ya masa teman yg baik gak peduli sama temanya😤 jadi males gw nonton dramanya lagi!!! Ngapain idolain shiball sekyaaaa...kyk gak ada actor lain!!! Kita pilih idola jgn cuma ganteng jago acting tapi yg attitude dan moral nya bagus! Kalo gak bagus mending skip aja"
@lolovalen3476,2025-03-12T17:26:56Z,"Ku bingung, sbnrnya KSR salah duluan dr DUI loh, dia sndiri yg salah n masyarakat menghukumkan sosial unt dia. Dia mmg hrs ganti rugi. Msi untung loh agensinya msi bntu byr. Kl ngk dibantu gmn itu ditagih ma korban2. Bs lbh stress lg itu. Knp jd KSH yg di salahin? Soal pacaran itu kan pribadi mereka n putus sblm DUI. Uang ganti rugi jg uang agensi loh bkn uang pribadi KSH. Agensi jg pny prosedur perusahaan yg perlu di patuhi sekalipun KSH yg pny. KSH jg patut tunduk regulasi perusahaan yg sdh dibuat. Kl soal Won Bin mo byrin itu mslh internal mereka yg tdk kita bs ketahui"
@mariachrist5869,2025-03-12T17:15:19Z,"Paling benci sama orang mabok trus nyetir mobil. Once org mabok, dia udah jd killing machine. Capek kasihan sama orang egois. Semua orang paham kalau miras mengambil alih kesadaran. Malah sengaja nyetir. 
Giliran diminta ganti rugi baru deh minta dikasihani, minta tenggat waktulah. 
Apalagi kalau masalah ganti ruginya lancar wah bisa diulang2 lagi nyetir maboknya.
Daripada di kemudian hari yg ditabrak malah orang2 yg ga berdosa, udah baguslah itu dia yg mati."
@DianApriyani-zp3yx,2025-03-12T17:11:04Z,Ini lebih merinding dari cerita rindingdong mas
@ignaciaeda,2025-03-12T17:10:26Z,"Dasar para netizen munafik, dulu pas saeron kena kasus tabrak lari, dia dah minta maaf, nebus kesalahan, tp para netizen tetep caci maki hujat dia abis2an, ampe dia ga bs maen drama ato film lagi, karirnya bener2 diancurin ama ketikan jempol2 mereka, coba mereka2 ga begitu ke saeron, dia pasti bisa bangkit lagi, bisa kerja, bisa kumpulin duit dan LUNASIN UTANGNYA WOI....ga stress dll.....sekarang udah begini sok2 belain saeron CUIH...."
@lolovalen3476,2025-03-12T17:10:10Z,"Maaf saya bkn bela KSH, tp ini semua bermulai dr KSR yg DUI,  semua artis korea sdh tau kan konsekuensi kl melakukan kesalahan knp dia masi melakukan kesalahan itu, kl tdk ad DUI ngk bkl dia terpojok dan krisis financial. Tdk akan stress mental dan bunuh diri."
@MukaKeram,2025-03-12T17:09:11Z,"Gue lagi nonton kaho na pyar hai , kenapa tiba tiba ada ente di home? 😅"
@frenchfries1696,2025-03-12T17:06:31Z,"Awal 2025 mau rilis drama seri baru doi, mari kita lihat hasilnya..."
@niryqueensari5553,2025-03-12T17:04:08Z,Guendeeng jaaallll jaaalll
@MrHungguan,2025-03-12T17:00:33Z,"hal yg buat wonbin pensiun  jadi petani dan modeling aja ya karena toxicnya entertainment korea,anehnya kenapa nih bocil ga bener2 minta bantuan ahjusi wonbin hmmm malah mokad duluan"
@KenzoVlog99,2025-03-12T16:58:01Z,"Yg gw bingung RedFlag udah banyak masih aja dibela , emang dasar tolol sih fans KSH ... Lu lbh percaya org yg ngebantu apa yg dibantu ? Setau gw lbh byk org yg dibantu itu brengsek + ga tau diri !!!!  Kasian KSR sedih frustasi benar2 sudah putus asa ditambah netizen + buzzer bayaran"
@AnitaCarolina-n6f,2025-03-12T16:53:29Z,Gilaaa ni cow hobi anaknkecil udh di pacarin dari SMP trs di manfaatin di rusak mental ya sampe bunuh diri ya alllah
@sihoneys,2025-03-12T16:51:49Z,"setiap kali ada berita korea/artis korea pasti selalu cari informasinya ke mas hansol, karna bener"" sedetail itu dan mudah dipahamii, thank you mas hansol. 
fly high untuk kim saeron 🤍🥺"
@fitridianresty4610,2025-03-12T16:42:41Z,Oppa...jaga dirimu yaa...❤❤❤
@PositiveVibes_4life,2025-03-12T16:40:49Z,KSR polos bgt😢 gila sih ini KSH kamu jahattt bangett.... Setelah melihat apa yg beredar sepertinya lebih percaya dr pihak KSR😢
@winterputri81,2025-03-12T16:36:40Z,Apa cuma aku yg gak setuju ksh sama jiwoon dl makanya blm nonton dramanya
@deedee-h5t,2025-03-12T16:30:51Z,Mba Kim padahal ke Indo aja mbaaaaa... gampang dapet 8M cepet diundang sana sini ..
@Ayu_riadi13,2025-03-12T16:30:15Z,exploitasi anak dan perempuan 😮
@mynameisanon,2025-03-12T16:27:36Z,"sedih banget lihat won bin sangat keliatan sedih di pemakaman kim saeron. kalo liat interaksi beliau dulu sama kim saeron pas kecil sudah seperti anak dan ayah. beliau belikan hadiah, laptop, terlihat sayang bgt sama saeron. sampai yang dulu suka ngerokok jadi berhenti karena takut kim saeron merasakan asapnya jadi beliau berhenti merokok padahal dulu won bin heavy smoker. dan katanya datang paling pertama padahal sudah lama gak terlihat lagi, bahkan sosmed ig official gak ada, hidupnya kata tetangga fokus farming/bertani dan udah jarang acting lagi (terakhir taunya jadi bintang iklan produk aja) dan klo betul terlihat paling pertama yg ke pemakaman saeron...terlihat sesayang apa beliau udah seperti bapak atau sosok paman 😭 katanya (baru rumor) juga won bin mau bantu bayar utang saeron itu ya supaya saeron gak kesulitan tapi malah ditolak terus sama kim soohyun & agensinya 😭 kalo betul pasti beliau sedih banget di pemakaman krn ngerasa ga bisa bantu pas itu. aku harap beliau bisa bantu saeron, bagaimanapun caranya untuk menegakkan keadilan."
@learnabout7753,2025-03-12T16:20:24Z,"Tahun 2025 adalah tahun segala yang terlihat baik dari luar akan kelihatan busuknya, yang menyimpan bangkai akan menyebarkan aromanya."
@ibunyarere7079,2025-03-12T16:20:22Z,"Penggemar daun muda akan selamanya menyukai yg muda muda..
Jd kalau pasangannya bertambah tuwir yaaa bs turun tuh kadarnya..   redlfag garis keras 😢😢"
@rikibastoni660,2025-03-12T16:17:58Z,"Mas apdet dong berita kelanjutan nya, mau nonton tapi ga ngerti dia ngomong apaan"
@armyirma3695,2025-03-12T16:08:40Z,Pernah mikir sih gak mungkin gak ada sesuatu Kim saeron mnggal pas ultah terus jg pernah upload foto pasti ada sesuatu.... Gak nyangka sih yg cwo suka cwe di bwh umur suka cwe SMP/SMA pdhl dia udh 27 dan bnyak cwe lain
@EunbiCha,2025-03-12T16:04:38Z,"Kalo ga salah inget ya, pas awal kasus DUI kan awalnya dibilang saeron sama aktor ternama, tspi tiba tiba mendem dan berganti jadi teman perempuan, setelah ada berita ini, jadi nethink aktor ternama itu si ksh inii 🤧🤧🤧"
@kutu23,2025-03-12T15:55:43Z,"Thanks Hansol . May Kim Sae Roon RIP.   
even i feel hurt although i don't know her well but i know she comes from child actress. To see such beautiful kid grow up to be a mature beautiful woman but being ruined because of bullying it hurts for me to see.  Seem Korean entertaiment didn't do any actions and keep letting this kind of things get away or continue like this.  Pls investigate until the truth comes up let her really rest in peace and please stop bullying. 

For me as I know Korean love to pay respect to Senior in any kind of Industries or any other things in their life. KSR is obvoius a Senior for KSH.
Although the company is not run by him still KSR is a Senior actress which make him a Junior. 
for above point make Him should pay respect to her whether She still alive or when she passed away. He didn't do it at all that is already huge mistakes.
By the photos can check is authentic or not about their relationship so i believe Korea is more sophisticate in technology to find that kind of things."
